Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings
Avunu,2012.0,,"Horror, Thriller            ","    The spirit of a serial rapist who's body is chopped into tiny pieces, mixed into concrete that's used to build a house, haunts it and terrorises the newly weds who move in there.",115,6.5,169
Veerabhadra,2005.0,,Action            ,"    Shamsher Singh is smuggler for many years, has a good heart, is known to the police, and lives with his grandmother, an alcoholic father; a photographer brother and his wife; and a sister. ...                See full summary »",169,2.5,169
Singham123,2015.0,,"Action, Comedy            ","    In a village called Singarayakonda, ruled by a self-proclaimed king and mafia-lord, Lingham, seductive supercop Singham123 is assigned the mission impossible: to arrest Lingham. Will Singham 123 be successful in completing the mission?",116,4.8,167
Anaamika,2014.0,,Thriller            ,"    Anaamika, a Tamilian Brahmin desperately meandering through the busy streets of Hyderabad in search for her husband. Saarthi, a confident and supportive cop helps Anaamika reach her goals.",145,5.6,167
Sasirekha Parinayam,2009.0,U,Romance            ,"    A girl (Genelia de Souza) who runs away from home on the day of her wedding she was made aware of, on the day it was supposed to happen - runs into a handsome 'stranger' (Tarun), slowly ...                See full summary »",157,5.3,167
Bendu Apparao RMP,2009.0,,Comedy            ,,0,6.7,167
Rajaratha,2018.0,,"Action, Adventure, Comedy            ",    It's a story of a Bus traveling from Rigalore(an imaginary place in malnad region of karnataka) to Chennai via Bengaluru. The journey has the hero and heroine occupying it and well ...                See full summary »,139,5.2,166
Andari Bandhuvaya,2010.0,U,Drama            ,"    Nandu (Sarwanand), a village youth who works in a city, is altruistic. His colleague, Paddu (Padma Priya), is a composed girl, who is particular about spending each and every rupee for her ...                See full summary »",134,7.3,165
Janda Pai Kapiraju,2015.0,UA,"Action, Thriller            ","    Arvind Nani who came to the city from a rural area, is a naive employee in a company. He cannot tolerate corruption, bribery, breaking rules, lavishness and the urban culture of youth in ...                See full summary »",129,6.3,164
Krishna Aur Kans,2012.0,U,"Animation, Action, Adventure            ","    Hailed as India's first stereoscopic animated film, 'Krishna Aur Kans' is an exciting narrative full of action and drama. The movie chronicles Krishna's early years -- from his birth as the nemesis of his tyrannical uncle Kans.",117,6.5,163
Seema Tapakai,2011.0,,Comedy            ,"    Sri, the son of a wealthy businessman falls for Satya, a girl who despises rich people. To impress her, Sri pretends to be poor and ropes in his family to do the same for him.",128,6.1,163
Mahathma,2009.0,,"Action, Crime, Drama            ",    An uninhibited goon decides to become a member of the Indian Legislative Assembly.,0,5.9,161
Baanam,2009.0,UA,"Action, Drama            ",    The journey of a young IPS aspirant Bhagat who is the son of a former Naxalite.,115,7.1,161
Bhai,2013.0,UA,"Action, Comedy, Thriller            ",    A hitman turns against his boss in order to save his brother.,153,3.2,160
Itlu Sravani Subramanyam,2001.0,,"Drama, Romance            ",    Sravani and Subramanyam meet at a suicide point but are unsuccessful when they try to help each other die. They soon begin to fall in love and decide to run away from their homes.,134,6.5,160
Sathyam,2008.0,UA,"Action, Drama            ","    Sathyam, an assistant police commissioner, fights crime in his own way.",137,5.1,160
Pressure Cooker,2020.0,UA,"Comedy, Drama, Family            ","    This is a new age family drama entertainer. The story is about a young graduate under pressure from his father who expects him to go and ""settle"" in USA to be seen as successful. #pressurecookermovie",135,6.5,159
Ranam,2006.0,UA,Action            ,    The duel between hero and villain when hero falls for villains sister,0,6.5,159
Sri Anjaneyam,2004.0,,Fantasy            ,"    Sri Anjaneyam is a Telugu film directed and produced by Krishna Vamsi. It stars Arjun Sarja, Nitin, Charmme Kaur in the lead roles. Prakash Raj and Ramya Krishna play supporting roles. This...                See full summary »",174,4.4,156
Chiru Navvuto,2000.0,U,"Comedy, Drama, Romance            ",    Chirunavvutho is the story about Venu (Venu) who moves to Hyderabad after being dumped by Aruna (Prema). He falls in love with another girl called Sandhya (Shaheen Khan) and proposes to her...                See full summary »,147,7.2,156
Operation Gold Fish,2019.0,UA,"Action, Thriller            ",    A group of commandos set out on a mission to find and eliminate a mysterious terrorist mastermind called Gold Fish in the Kashmir valley.,127,4.4,155
Subrahmanyapuram,2018.0,UA,"Drama, Mystery, Thriller            ","    Karthik, an atheist, investigates a series of suicides, which are believed to be an act of God by the people of Subrahmanyapuram",133,5.5,155
Baava,2010.0,U,Drama            ,"    History appears to be repeating itself when, just like his father, a young man falls for a woman whose family disapproves of him. However, with his father's help, he chooses to fight fate rather than accept it.",145,4.7,155
Courier Boy Kalyan,2015.0,,"Action, Romance, Thriller            ",    A courier boy's life turn into unexpected consequences because of a courier received from a social service activist.,145,5.4,154
Jabardasth,2013.0,UA,Comedy            ,"    A carefree young man befriends a feisty girl, becomes her business partner, but when she falls in love with him, things get complicated and they separate. What will happen when another girl...                See full summary »",153,3.9,154
Pellam Oorelithe,2003.0,U,"Comedy, Drama            ",    Two men pretend to be married to a prostitute to protect each other's marriages.,149,6.8,154
Hanuman Junction,2001.0,U,"Drama, Action, Comedy            ","    A man falls in love with the sister of two thugs. In order to win her heart, he not only joins her brother's company but also tries to sort out their complicated love lives",158,6.8,154
Ninnu Thalachi,2019.0,U,"Comedy, Romance            ","    Abhiram (Vamsi Yakasiri) is a happy-go-lucky guy, who falls in love at first sight with a girl named Ankitha tries very hard to explain his feeling to her. On the other hand, she loves ...                See full summary »",138,7.4,152
Jayammu Nischayammuu Raa,2016.0,,Comedy            ,    A simple man begins to find himself when he leaves his home and mother to pursue love and a career.,154,7.2,151
A Film by Aravind,2005.0,A,"Horror, Mystery            ",    Best friends since childhood Aravind and Rishi struggled for film industry fame before Aravind's films with Rishi as hero become successful. They plan to go on a road trip to search for ...                See full summary »,150,7.1,151
Ye Mantram Vesave,2018.0,U,Drama            ,"    A youngster, who is obsessed with gadgets, plays a game to pick up women. However, as the game progresses, things go awry when a woman's life is in danger.",123,4.0,150
Souryam,2008.0,UA,"Action, Drama            ","    Searching for his long-separated sister, a man arrives in Kolkata and gets into a brawl with the local goons.",151,5.8,149
Blade Babji,2008.0,U,Comedy            ,"    Blade Babji is a Telugu comedy movie released on 24 October 2008 under the banner of Satya Movies. Its star cast included Allari Naresh, Sayali Bhagat, Venu Madhav, Srinivasa Reddy, Krishna...                See full summary »",150,6.4,149
Andhrudu,2005.0,A,"Action, Drama            ",    An honest cop comes to the rescue of his girlfriend and her family when they get caught amidst hooliganism in Bihar.,155,6.6,146
Bluff Master,2018.0,,"Crime, Thriller            ","    Ace conman Uttam effortlessly thinks up schemes to swindle gullible and greedy folks. However on a rare occasion, things don't go according to plan and he ends up in the clutches of a ruthless gang who demand schemes from him for money.",138,6.5,143
Aatagadharaa Siva,2018.0,,"Action, Comedy, Drama            ","    Revolving around the idea of ""life is a game"", the suspense comedy-drama features Hyper Aadi, Chammak Chandra and Chalaki Chanti in pivotal roles.",111,7.3,143
Rechipo,2009.0,A,Action            ,"    Siva steals crores of money from the Home Minister's residence that actually belongs to a gangster. Siva must save the Home Minister's daughter, who is kidnapped by the gangster.",156,3.3,143
Kadhal Sadugudu,2003.0,UA,"Action, Drama            ",    A man who does everything unintentionally is misunderstood by the father of the girl he loves.,138,5.7,142
Ra Ra Krishnayya,2014.0,,Romance            ,"    Kittu alias Krishna Sundeep Kishan is a cab driver who saves his money with the cab owner Tanikella Bharani. When the owner refuses to return his money back, Kittu kidnaps owners daughter ...                See full summary »",138,5.3,142
Nuvvu Vasthavani,2000.0,,"Family, Romance            ","    Chinni is a singer. Indu adores him and she wants to meet him. Everytime they meet, Indu mistakes Chinni's character. Later Indu loses her eyesight and Chinni takes care of her. Again fate seperates Indu and Chinni. Did they ever reunite is the story.",158,6.7,142
Life Before Wedding,2010.0,Not Rated,"Comedy, Drama, Romance            ","    Jai and Rishi, two best friends, are introduced to Anu, while Radhika is in love with Rajesh. But things take a turn when Varun enters Radhika's life and Anu must decide whom to marry.",100,7.2,141
Silly Fellows,2018.0,U,Comedy            ,"    An influential politician on his deathbed reveals the whereabouts of an illegal money stash to his trusted aide, a local MLA who becomes amnesiac after meeting with an accident.",122,5.9,140
